<lambda_01a7098693036236037e7cdb9bca3d73> | demangler | 1 bytes | /Demangler/<lambda_01a7098693036236037e7cdb9bca3d73>
OLDFONTENUMPROCA * | functions | 8 bytes | /wingdi.h/functions/OLDFONTENUMPROCA *
OLECHAR | wtypes.h | 2 bytes | /wtypes.h/OLECHAR
OLECHAR * | wtypes.h | 8 bytes | /wtypes.h/OLECHAR *
ostreambuf_iterator<char,struct_std::char_traits<char>_> | std | 1 bytes | /Demangler/std/ostreambuf_iterator<char,struct_std::char_traits<char>_>
PARAMDESC | oaidl.h | 16 bytes | /oaidl.h/PARAMDESC
PBYTE | windef.h | 8 bytes | /WinDef.h/PBYTE
PCNZWCH | winnt.h | 8 bytes | /winnt.h/PCNZWCH
PCONSOLE_READCONSOLE_CONTROL | wincon.h | 8 bytes | /wincon.h/PCONSOLE_READCONSOLE_CONTROL
PCONTEXT | winnt.h | 8 bytes | /winnt.h/PCONTEXT
PDWORD | windef.h | 8 bytes | /WinDef.h/PDWORD
PDWORD64 | basetsd.h | 8 bytes | /basetsd.h/PDWORD64
PDWORD64[16] | basetsd.h | 128 bytes | /basetsd.h/PDWORD64[16]
PEx64_UnwindInfo | builtin | variable bytes | /PEx64_UnwindInfo
PEXCEPTION_RECORD | winnt.h | 8 bytes | /winnt.h/PEXCEPTION_RECORD
PEXCEPTION_ROUTINE | winnt.h | 8 bytes | /winnt.h/PEXCEPTION_ROUTINE
PFLS_CALLBACK_FUNCTION | winnt.h | 8 bytes | /winnt.h/PFLS_CALLBACK_FUNCTION
PFLS_CALLBACK_FUNCTION | functions | variable bytes | /winnt.h/functions/PFLS_CALLBACK_FUNCTION
PFLS_CALLBACK_FUNCTION * | functions | 8 bytes | /winnt.h/functions/PFLS_CALLBACK_FUNCTION *
PHANDLER_ROUTINE | wincon.h | 8 bytes | /wincon.h/PHANDLER_ROUTINE
PHANDLER_ROUTINE | functions | variable bytes | /wincon.h/functions/PHANDLER_ROUTINE
PHANDLER_ROUTINE * | functions | 8 bytes | /wincon.h/functions/PHANDLER_ROUTINE *
PhaseType | inputeventphase | 4 bytes | /Demangler/cohtml/InputEventPhase/PhaseType
PHKEY | windef.h | 8 bytes | /WinDef.h/PHKEY
PIMAGE_SECTION_HEADER | winnt.h | 8 bytes | /winnt.h/PIMAGE_SECTION_HEADER
PINPUT_RECORD | wincon.h | 8 bytes | /wincon.h/PINPUT_RECORD
PixelFormat | renoir | 4 bytes | /Demangler/renoir/PixelFormat
PKNONVOLATILE_CONTEXT_POINTERS | winnt.h | 8 bytes | /winnt.h/PKNONVOLATILE_CONTEXT_POINTERS
PLARGE_INTEGER | winnt.h | 8 bytes | /winnt.h/PLARGE_INTEGER
PLONG | winnt.h | 8 bytes | /winnt.h/PLONG
PM128A | winnt.h | 8 bytes | /winnt.h/PM128A
PM128A[16] | winnt.h | 128 bytes | /winnt.h/PM128A[16]
PMD | ehdata.h | 12 bytes | /ehdata.h/PMD
PMEMORY_BASIC_INFORMATION | winnt.h | 8 bytes | /winnt.h/PMEMORY_BASIC_INFORMATION
PMFN | ehdata.h | 4 bytes | /ehdata.h/PMFN
POINT | windef.h | 8 bytes | /WinDef.h/POINT
pointer | builtin | 8 bytes | /pointer
pointer64 | builtin | 8 bytes | /pointer64
pointer[10] | builtin | 80 bytes | /pointer[10]
pointer[11] | builtin | 88 bytes | /pointer[11]
pointer[12] | builtin | 96 bytes | /pointer[12]
pointer[14] | builtin | 112 bytes | /pointer[14]
pointer[15] | builtin | 120 bytes | /pointer[15]
pointer[16] | builtin | 128 bytes | /pointer[16]
pointer[17] | builtin | 136 bytes | /pointer[17]
pointer[18] | builtin | 144 bytes | /pointer[18]
pointer[1] | builtin | 8 bytes | /pointer[1]
pointer[2] | builtin | 16 bytes | /pointer[2]
pointer[3] | builtin | 24 bytes | /pointer[3]
pointer[4] | builtin | 32 bytes | /pointer[4]
pointer[5] | builtin | 40 bytes | /pointer[5]
pointer[6] | builtin | 48 bytes | /pointer[6]
pointer[7] | builtin | 56 bytes | /pointer[7]
pointer[8] | builtin | 64 bytes | /pointer[8]
pointer[9] | builtin | 72 bytes | /pointer[9]
POINTL | windef.h | 8 bytes | /WinDef.h/POINTL
PRTL_CRITICAL_SECTION | winnt.h | 8 bytes | /winnt.h/PRTL_CRITICAL_SECTION
PRTL_CRITICAL_SECTION_DEBUG | winnt.h | 8 bytes | /winnt.h/PRTL_CRITICAL_SECTION_DEBUG
PRUNTIME_FUNCTION | winnt.h | 8 bytes | /winnt.h/PRUNTIME_FUNCTION
PSECURITY_DESCRIPTOR | winnt.h | 8 bytes | /winnt.h/PSECURITY_DESCRIPTOR
PSID | winnt.h | 8 bytes | /winnt.h/PSID
PTHREAD_START_ROUTINE | winbase.h | 8 bytes | /winbase.h/PTHREAD_START_ROUTINE
PTHREAD_START_ROUTINE | functions | variable bytes | /winbase.h/functions/PTHREAD_START_ROUTINE
PTHREAD_START_ROUTINE * | functions | 8 bytes | /winbase.h/functions/PTHREAD_START_ROUTINE *
pthreadlocinfo | crtdefs.h | 8 bytes | /crtdefs.h/pthreadlocinfo
pthreadmbcinfo | crtdefs.h | 8 bytes | /crtdefs.h/pthreadmbcinfo
PTOP_LEVEL_EXCEPTION_FILTER | winbase.h | 8 bytes | /winbase.h/PTOP_LEVEL_EXCEPTION_FILTER
PTOP_LEVEL_EXCEPTION_FILTER | functions | variable bytes | /winbase.h/functions/PTOP_LEVEL_EXCEPTION_FILTER
PTOP_LEVEL_EXCEPTION_FILTER * | functions | 8 bytes | /winbase.h/functions/PTOP_LEVEL_EXCEPTION_FILTER *
PUNWIND_HISTORY_TABLE | winnt.h | 8 bytes | /winnt.h/PUNWIND_HISTORY_TABLE
PVOID | winnt.h | 8 bytes | /winnt.h/PVOID
PVOID * | winnt.h | 8 bytes | /winnt.h/PVOID *
qword | builtin | 8 bytes | /qword
RECT | windef.h | 16 bytes | /WinDef.h/RECT
RECT * | windef.h | 8 bytes | /WinDef.h/RECT *
REGSAM | winreg.h | 4 bytes | /winreg.h/REGSAM
RPC_AUTH_IDENTITY_HANDLE | rpcdce.h | 8 bytes | /rpcdce.h/RPC_AUTH_IDENTITY_HANDLE
rsize_t | crtdefs.h | 8 bytes | /crtdefs.h/rsize_t
RTTIBaseClassDescriptor | builtin | 28 bytes | /RTTIBaseClassDescriptor
RTTIBaseClassDescriptor *32 | builtin | 4 bytes | /RTTIBaseClassDescriptor *32
RTTIBaseClassDescriptor *32 __((image-base-relative)) | builtin | 4 bytes | /RTTIBaseClassDescriptor *32 __((image-base-relative))
RTTIBaseClassDescriptor *32 __((image-base-relative)) *32 | builtin | 4 bytes | /RTTIBaseClassDescriptor *32 __((image-base-relative)) *32
RTTIBaseClassDescriptor *32 __((image-base-relative)) *32 __((image-base-relative)) | builtin | 4 bytes | /RTTIBaseClassDescriptor *32 __((image-base-relative)) *32 __((image-base-relative))
RTTIBaseClassDescriptor *32 __((image-base-relative))[1] | builtin | 4 bytes | /RTTIBaseClassDescriptor *32 __((image-base-relative))[1]
RTTIBaseClassDescriptor *32 __((image-base-relative))[2] | builtin | 8 bytes | /RTTIBaseClassDescriptor *32 __((image-base-relative))[2]
RTTIBaseClassDescriptor *32 __((image-base-relative))[3] | builtin | 12 bytes | /RTTIBaseClassDescriptor *32 __((image-base-relative))[3]
RTTIBaseClassDescriptor *32 __((image-base-relative))[4] | builtin | 16 bytes | /RTTIBaseClassDescriptor *32 __((image-base-relative))[4]
RTTIBaseClassDescriptor *32 __((image-base-relative))[5] | builtin | 20 bytes | /RTTIBaseClassDescriptor *32 __((image-base-relative))[5]
RTTIBaseClassDescriptor *32 __((image-base-relative))[6] | builtin | 24 bytes | /RTTIBaseClassDescriptor *32 __((image-base-relative))[6]
RTTIBaseClassDescriptor *32 __((image-base-relative))[8] | builtin | 32 bytes | /RTTIBaseClassDescriptor *32 __((image-base-relative))[8]
RTTIClassHierarchyDescriptor | builtin | 16 bytes | /RTTIClassHierarchyDescriptor
RTTICompleteObjectLocator | builtin | 20 bytes | /RTTICompleteObjectLocator
SAFEARRAY | oaidl.h | 32 bytes | /oaidl.h/SAFEARRAY
SAFEARRAY * | oaidl.h | 8 bytes | /oaidl.h/SAFEARRAY *
SAFEARRAY * * | oaidl.h | 8 bytes | /oaidl.h/SAFEARRAY * *
SAFEARRAYBOUND | oaidl.h | 8 bytes | /oaidl.h/SAFEARRAYBOUND
SAFEARRAYBOUND[1] | oaidl.h | 8 bytes | /oaidl.h/SAFEARRAYBOUND[1]
SCODE | wtypes.h | 4 bytes | /wtypes.h/SCODE
SCODE * | wtypes.h | 8 bytes | /wtypes.h/SCODE *
ScreenInfo | cohtml | 1 bytes | /Demangler/cohtml/ScreenInfo
SectionFlags | pe | 4 bytes | /PE/SectionFlags
SFGAOF | shobjidl.h | 4 bytes | /shobjidl.h/SFGAOF
SFGAOF * | shobjidl.h | 8 bytes | /shobjidl.h/SFGAOF *
SHCONTF | shobjidl.h | 4 bytes | /shobjidl.h/SHCONTF
SHGDNF | shobjidl.h | 4 bytes | /shobjidl.h/SHGDNF
SHITEMID | shtypes.h | 3 bytes | /shtypes.h/SHITEMID
SHORT | winnt.h | 2 bytes | /winnt.h/SHORT
SHORT * | winnt.h | 8 bytes | /winnt.h/SHORT *
short | builtin | 2 bytes | /short
short * | builtin | 8 bytes | /short *
SIZE_T | basetsd.h | 8 bytes | /basetsd.h/SIZE_T
size_t | crtdefs.h | 8 bytes | /crtdefs.h/size_t
SLD_STATUS | demangler | 4 bytes | /Demangler/SLD_STATUS
sockaddr | winsock.h | 16 bytes | /winsock.h/sockaddr
sockaddr * | winsock.h | 8 bytes | /winsock.h/sockaddr *
SOCKET | winsock.h | 8 bytes | /winsock.h/SOCKET
SOCKET[64] | winsock.h | 512 bytes | /winsock.h/SOCKET[64]
SOLE_AUTHENTICATION_SERVICE | objidl.h | 24 bytes | /objidl.h/SOLE_AUTHENTICATION_SERVICE
SOLE_AUTHENTICATION_SERVICE * | objidl.h | 8 bytes | /objidl.h/SOLE_AUTHENTICATION_SERVICE *
STATSTG | objidl.h | 80 bytes | /objidl.h/STATSTG
STATSTG * | objidl.h | 8 bytes | /objidl.h/STATSTG *
stream_input_adapter<char> | __crt_stdio_input | 1 bytes | /Demangler/__crt_stdio_input/stream_input_adapter<char>
stream_input_adapter<char> * | __crt_stdio_input | 8 bytes | /Demangler/__crt_stdio_input/stream_input_adapter<char> *
string | builtin | variable bytes | /string
string_input_adapter<char> | __crt_stdio_input | 1 bytes | /Demangler/__crt_stdio_input/string_input_adapter<char>
string_input_adapter<char> * | __crt_stdio_input | 8 bytes | /Demangler/__crt_stdio_input/string_input_adapter<char> *
string_output_adapter<char> | __crt_stdio_output | 1 bytes | /Demangler/__crt_stdio_output/string_output_adapter<char>
string_output_adapter<wchar_t> | __crt_stdio_output | 1 bytes | /Demangler/__crt_stdio_output/string_output_adapter<wchar_t>
STRRET | shtypes.h | 272 bytes | /shtypes.h/STRRET
STRRET * | shtypes.h | 8 bytes | /shtypes.h/STRRET *
SYSKIND | oaidl.h | 4 bytes | /oaidl.h/SYSKIND
SYSTEMTIME | winbase.h | 16 bytes | /winbase.h/SYSTEMTIME
SYSTEMTIME * | winbase.h | 8 bytes | /winbase.h/SYSTEMTIME *
tagARRAYDESC | oaidl.h | 32 bytes | /oaidl.h/tagARRAYDESC
tagARRAYDESC * | oaidl.h | 8 bytes | /oaidl.h/tagARRAYDESC *
tagBIND_OPTS | objidl.h | 16 bytes | /objidl.h/tagBIND_OPTS
tagBINDPTR | oaidl.h | 8 bytes | /oaidl.h/tagBINDPTR
tagCALLCONV | oaidl.h | 4 bytes | /oaidl.h/tagCALLCONV
tagCOMPOSITIONFORM | imm.h | 28 bytes | /imm.h/tagCOMPOSITIONFORM
tagCOMPOSITIONFORM * | imm.h | 8 bytes | /imm.h/tagCOMPOSITIONFORM *
tagCY | wtypes.h | 8 bytes | /wtypes.h/tagCY
tagDEC | wtypes.h | 16 bytes | /wtypes.h/tagDEC
tagDESCKIND | oaidl.h | 4 bytes | /oaidl.h/tagDESCKIND
tagDISPPARAMS | oaidl.h | 24 bytes | /oaidl.h/tagDISPPARAMS
tagELEMDESC | oaidl.h | 32 bytes | /oaidl.h/tagELEMDESC
tagEXCEPINFO | oaidl.h | 64 bytes | /oaidl.h/tagEXCEPINFO
tagEXCEPINFO * | oaidl.h | 8 bytes | /oaidl.h/tagEXCEPINFO *
tagFUNCDESC | oaidl.h | 88 bytes | /oaidl.h/tagFUNCDESC
tagFUNCKIND | oaidl.h | 4 bytes | /oaidl.h/tagFUNCKIND
tagIDLDESC | oaidl.h | 16 bytes | /oaidl.h/tagIDLDESC
tagINVOKEKIND | oaidl.h | 4 bytes | /oaidl.h/tagINVOKEKIND
tagLOGFONTA | wingdi.h | 60 bytes | /wingdi.h/tagLOGFONTA
tagLOGFONTA * | wingdi.h | 8 bytes | /wingdi.h/tagLOGFONTA *
tagMONITORINFO | winuser.h | 40 bytes | /winuser.h/tagMONITORINFO
tagMONITORINFO * | winuser.h | 8 bytes | /winuser.h/tagMONITORINFO *
tagMSG | winuser.h | 48 bytes | /winuser.h/tagMSG
tagMSG * | winuser.h | 8 bytes | /winuser.h/tagMSG *
tagPARAMDESC | oaidl.h | 16 bytes | /oaidl.h/tagPARAMDESC
tagPARAMDESCEX | oaidl.h | 32 bytes | /oaidl.h/tagPARAMDESCEX
tagPARAMDESCEX * | oaidl.h | 8 bytes | /oaidl.h/tagPARAMDESCEX *
tagPOINT | windef.h | 8 bytes | /WinDef.h/tagPOINT
tagPOINT * | windef.h | 8 bytes | /WinDef.h/tagPOINT *
tagRECT | windef.h | 16 bytes | /WinDef.h/tagRECT
tagRECT * | windef.h | 8 bytes | /WinDef.h/tagRECT *
tagSAFEARRAY | oaidl.h | 32 bytes | /oaidl.h/tagSAFEARRAY
tagSAFEARRAYBOUND | oaidl.h | 8 bytes | /oaidl.h/tagSAFEARRAYBOUND
tagSOLE_AUTHENTICATION_SERVICE | objidl.h | 24 bytes | /objidl.h/tagSOLE_AUTHENTICATION_SERVICE
tagSTATSTG | objidl.h | 80 bytes | /objidl.h/tagSTATSTG
tagSYSKIND | oaidl.h | 4 bytes | /oaidl.h/tagSYSKIND
tagTEXTMETRICA | wingdi.h | 56 bytes | /wingdi.h/tagTEXTMETRICA
tagTLIBATTR | oaidl.h | 32 bytes | /oaidl.h/tagTLIBATTR
tagTRACKMOUSEEVENT | winuser.h | 24 bytes | /winuser.h/tagTRACKMOUSEEVENT
tagTRACKMOUSEEVENT * | winuser.h | 8 bytes | /winuser.h/tagTRACKMOUSEEVENT *
tagTYPEATTR | oaidl.h | 96 bytes | /oaidl.h/tagTYPEATTR
tagTYPEDESC | oaidl.h | 16 bytes | /oaidl.h/tagTYPEDESC
tagTYPEDESC * | oaidl.h | 8 bytes | /oaidl.h/tagTYPEDESC *
tagTYPEKIND | oaidl.h | 4 bytes | /oaidl.h/tagTYPEKIND
tagVARDESC | oaidl.h | 64 bytes | /oaidl.h/tagVARDESC
tagVARIANT | oaidl.h | 24 bytes | /oaidl.h/tagVARIANT
tagVARKIND | oaidl.h | 4 bytes | /oaidl.h/tagVARKIND
tagWNDCLASSA | winuser.h | 72 bytes | /winuser.h/tagWNDCLASSA
TerminatedCString | builtin | variable bytes | /TerminatedCString
TEXTMETRICA | wingdi.h | 56 bytes | /wingdi.h/TEXTMETRICA
TEXTMETRICA * | wingdi.h | 8 bytes | /wingdi.h/TEXTMETRICA *
threadlocaleinfostruct | crtdefs.h | 344 bytes | /crtdefs.h/threadlocaleinfostruct
threadlocaleinfostruct * | crtdefs.h | 8 bytes | /crtdefs.h/threadlocaleinfostruct *
threadmbcinfostruct | crtdefs.h | 552 bytes | /crtdefs.h/threadmbcinfostruct
threadmbcinfostruct * | crtdefs.h | 8 bytes | /crtdefs.h/threadmbcinfostruct *
ThrowInfo | ehdata.h | 16 bytes | /ehdata.h/ThrowInfo
ThrowInfo * | ehdata.h | 8 bytes | /ehdata.h/ThrowInfo *
time_get<char,class_std::istreambuf_iterator<char,struct_std::char_traits<char>_>_> | std | 1 bytes | /Demangler/std/time_get<char,class_std::istreambuf_iterator<char,struct_std::char_traits<char>_>_>
time_get<char,class_std::istreambuf_iterator<char,struct_std::char_traits<char>_>_> * | std | 8 bytes | /Demangler/std/time_get<char,class_std::istreambuf_iterator<char,struct_std::char_traits<char>_>_> *
time_put<char,class_std::ostreambuf_iterator<char,struct_std::char_traits<char>_>_> | std | 1 bytes | /Demangler/std/time_put<char,class_std::ostreambuf_iterator<char,struct_std::char_traits<char>_>_>
time_put<char,class_std::ostreambuf_iterator<char,struct_std::char_traits<char>_>_> * | std | 8 bytes | /Demangler/std/time_put<char,class_std::ostreambuf_iterator<char,struct_std::char_traits<char>_>_> *
TIME_ZONE_INFORMATION | winbase.h | 172 bytes | /winbase.h/TIME_ZONE_INFORMATION
TIME_ZONE_INFORMATION * | winbase.h | 8 bytes | /winbase.h/TIME_ZONE_INFORMATION *
timeval | winsock.h | 8 bytes | /winsock.h/timeval
timeval * | winsock.h | 8 bytes | /winsock.h/timeval *
TLIBATTR | oaidl.h | 32 bytes | /oaidl.h/TLIBATTR
TLIBATTR * | oaidl.h | 8 bytes | /oaidl.h/TLIBATTR *
TLIBATTR * * | oaidl.h | 8 bytes | /oaidl.h/TLIBATTR * *
tm | time.h | 36 bytes | /time.h/tm
tm * | time.h | 8 bytes | /time.h/tm *
TouchEventData | cohtml | 1 bytes | /Demangler/cohtml/TouchEventData
TouchEventData * | cohtml | 8 bytes | /Demangler/cohtml/TouchEventData *
transition_type | _anon_7639d0b4 | 4 bytes | /Demangler/_anon_7639D0B4/transition_type
TryBlockMap4 | fh4 | 1 bytes | /Demangler/FH4/TryBlockMap4
TryBlockMapEntry4 | fh4 | 1 bytes | /Demangler/FH4/TryBlockMapEntry4
TryBlockMapEntry4 * | fh4 | 8 bytes | /Demangler/FH4/TryBlockMapEntry4 *
TYPEATTR | oaidl.h | 96 bytes | /oaidl.h/TYPEATTR
TYPEATTR * | oaidl.h | 8 bytes | /oaidl.h/TYPEATTR *
TYPEATTR * * | oaidl.h | 8 bytes | /oaidl.h/TYPEATTR * *
TYPEDESC | oaidl.h | 16 bytes | /oaidl.h/TYPEDESC
TypeDescriptor | ehdata.h | 16 bytes | /ehdata.h/TypeDescriptor
TYPEKIND | oaidl.h | 4 bytes | /oaidl.h/TYPEKIND
TYPEKIND * | oaidl.h | 8 bytes | /oaidl.h/TYPEKIND *
u_int | winsock.h | 4 bytes | /winsock.h/u_int
u_long | winsock.h | 4 bytes | /winsock.h/u_long
u_long * | winsock.h | 8 bytes | /winsock.h/u_long *
u_short | winsock.h | 2 bytes | /winsock.h/u_short
uchar | builtin | 1 bytes | /uchar
uchar * | builtin | 8 bytes | /uchar *
uchar * * | builtin | 8 bytes | /uchar * *
uchar[24] | builtin | 24 bytes | /uchar[24]
uchar[256] | builtin | 256 bytes | /uchar[256]
uchar[257] | builtin | 257 bytes | /uchar[257]
uchar[2] | builtin | 2 bytes | /uchar[2]
uchar[32] | builtin | 32 bytes | /uchar[32]
uchar[8] | builtin | 8 bytes | /uchar[8]
UINT | windef.h | 4 bytes | /WinDef.h/UINT
UINT * | windef.h | 8 bytes | /WinDef.h/UINT *
uint | builtin | 4 bytes | /uint
uint * | builtin | 8 bytes | /uint *
UINT_PTR | basetsd.h | 8 bytes | /basetsd.h/UINT_PTR
uintptr_t | vadefs.h | 8 bytes | /vadefs.h/uintptr_t
ULARGE_INTEGER | winnt.h | 8 bytes | /winnt.h/ULARGE_INTEGER
ULARGE_INTEGER * | winnt.h | 8 bytes | /winnt.h/ULARGE_INTEGER *
ULONG | windef.h | 4 bytes | /WinDef.h/ULONG
ULONG | wtypes.h | 4 bytes | /wtypes.h/ULONG
ULONG * | wtypes.h | 8 bytes | /wtypes.h/ULONG *
ulong | builtin | 4 bytes | /ulong
ulong * | builtin | 8 bytes | /ulong *
ULONG_PTR | basetsd.h | 8 bytes | /basetsd.h/ULONG_PTR
ULONG_PTR * | basetsd.h | 8 bytes | /basetsd.h/ULONG_PTR *
ULONG_PTR[15] | basetsd.h | 120 bytes | /basetsd.h/ULONG_PTR[15]
ULONGLONG | winnt.h | 8 bytes | /winnt.h/ULONGLONG
ULONGLONG * | winnt.h | 8 bytes | /winnt.h/ULONGLONG *
ulonglong | builtin | 8 bytes | /ulonglong
ulonglong * | builtin | 8 bytes | /ulonglong *
undefined * | builtin | 8 bytes | /undefined *
undefined *64 | builtin | 8 bytes | /undefined *64
undefined1 | builtin | 1 bytes | /undefined1
undefined1[10] | builtin | 10 bytes | /undefined1[10]
undefined1[12] | builtin | 12 bytes | /undefined1[12]
undefined1[16] | builtin | 16 bytes | /undefined1[16]
undefined1[17] | builtin | 17 bytes | /undefined1[17]
undefined1[18] | builtin | 18 bytes | /undefined1[18]
undefined1[19] | builtin | 19 bytes | /undefined1[19]
undefined1[20] | builtin | 20 bytes | /undefined1[20]
undefined1[23] | builtin | 23 bytes | /undefined1[23]
undefined1[24] | builtin | 24 bytes | /undefined1[24]
undefined1[28] | builtin | 28 bytes | /undefined1[28]
undefined1[32] | builtin | 32 bytes | /undefined1[32]
undefined2 | builtin | 2 bytes | /undefined2
undefined3 | builtin | 3 bytes | /undefined3
undefined4 | builtin | 4 bytes | /undefined4
undefined5 | builtin | 5 bytes | /undefined5
undefined6 | builtin | 6 bytes | /undefined6
undefined8 | builtin | 8 bytes | /undefined8
unicode | builtin | variable bytes | /unicode
UNWIND_HISTORY_TABLE_ENTRY | winnt.h | 16 bytes | /winnt.h/UNWIND_HISTORY_TABLE_ENTRY
UNWIND_HISTORY_TABLE_ENTRY[12] | winnt.h | 192 bytes | /winnt.h/UNWIND_HISTORY_TABLE_ENTRY[12]
UnwindMapEntry | builtin | 8 bytes | /UnwindMapEntry
USHORT | windef.h | 2 bytes | /WinDef.h/USHORT
USHORT * | windef.h | 8 bytes | /WinDef.h/USHORT *
ushort | builtin | 2 bytes | /ushort
ushort * | builtin | 8 bytes | /ushort *
ushort[6] | builtin | 12 bytes | /ushort[6]
UWMap4 | fh4 | 1 bytes | /Demangler/FH4/UWMap4
va_list | vadefs.h | 8 bytes | /vadefs.h/va_list
va_list * | vadefs.h | 8 bytes | /vadefs.h/va_list *
VARDESC | oaidl.h | 64 bytes | /oaidl.h/VARDESC
VARDESC * | oaidl.h | 8 bytes | /oaidl.h/VARDESC *
VARDESC * * | oaidl.h | 8 bytes | /oaidl.h/VARDESC * *
VARIANT | oaidl.h | 24 bytes | /oaidl.h/VARIANT
VARIANT * | oaidl.h | 8 bytes | /oaidl.h/VARIANT *
VARIANT_BOOL | wtypes.h | 2 bytes | /wtypes.h/VARIANT_BOOL
VARIANT_BOOL * | wtypes.h | 8 bytes | /wtypes.h/VARIANT_BOOL *
VARIANTARG | oaidl.h | 24 bytes | /oaidl.h/VARIANTARG
VARIANTARG * | oaidl.h | 8 bytes | /oaidl.h/VARIANTARG *
VARKIND | oaidl.h | 4 bytes | /oaidl.h/VARKIND
VARTYPE | wtypes.h | 2 bytes | /wtypes.h/VARTYPE
void | builtin | variable bytes | /void
void * | builtin | 8 bytes | /void *
void * * | builtin | 8 bytes | /void * *
void *64 | builtin | 8 bytes | /void *64
void *64[11] | builtin | 88 bytes | /void *64[11]
void *64[233] | builtin | 1864 bytes | /void *64[233]
void *64[29] | builtin | 232 bytes | /void *64[29]
void *64[2] | builtin | 16 bytes | /void *64[2]
void *64[54] | builtin | 432 bytes | /void *64[54]
void *64[62] | builtin | 496 bytes | /void *64[62]
void *64[64] | builtin | 512 bytes | /void *64[64]
WCHAR | winnt.h | 2 bytes | /winnt.h/WCHAR
WCHAR * | winnt.h | 8 bytes | /winnt.h/WCHAR *
wchar16 | builtin | 2 bytes | /wchar16
wchar16[261] | builtin | 522 bytes | /wchar16[261]
WCHAR[128] | winnt.h | 256 bytes | /winnt.h/WCHAR[128]
WCHAR[14] | winnt.h | 28 bytes | /winnt.h/WCHAR[14]
WCHAR[260] | winnt.h | 520 bytes | /winnt.h/WCHAR[260]
WCHAR[32] | winnt.h | 64 bytes | /winnt.h/WCHAR[32]
wchar_t | builtin | 2 bytes | /wchar_t
wchar_t * | builtin | 8 bytes | /wchar_t *
wchar_t * * | builtin | 8 bytes | /wchar_t * *
wchar_t *[12] | builtin | 96 bytes | /wchar_t *[12]
wchar_t *[2] | builtin | 16 bytes | /wchar_t *[2]
wchar_t *[6] | builtin | 48 bytes | /wchar_t *[6]
wchar_t *[7] | builtin | 56 bytes | /wchar_t *[7]
wctrans_t | wctype.h | 2 bytes | /wctype.h/wctrans_t
wctype_t | crtdefs.h | 2 bytes | /crtdefs.h/wctype_t
WINDOW_BUFFER_SIZE_RECORD | wincon.h | 4 bytes | /wincon.h/WINDOW_BUFFER_SIZE_RECORD
wint_t | crtdefs.h | 2 bytes | /crtdefs.h/wint_t
WNDCLASSA | winuser.h | 72 bytes | /winuser.h/WNDCLASSA
WNDCLASSA * | winuser.h | 8 bytes | /winuser.h/WNDCLASSA *
WNDENUMPROC | winuser.h | 8 bytes | /winuser.h/WNDENUMPROC
WNDENUMPROC | functions | variable bytes | /winuser.h/functions/WNDENUMPROC
WNDENUMPROC * | functions | 8 bytes | /winuser.h/functions/WNDENUMPROC *
WNDPROC | winuser.h | 8 bytes | /winuser.h/WNDPROC
WNDPROC | functions | variable bytes | /winuser.h/functions/WNDPROC
WNDPROC * | functions | 8 bytes | /winuser.h/functions/WNDPROC *
WORD | windef.h | 2 bytes | /WinDef.h/WORD
WORD * | windef.h | 8 bytes | /WinDef.h/WORD *
word | builtin | 2 bytes | /word
word[10] | builtin | 20 bytes | /word[10]
word[4] | builtin | 8 bytes | /word[4]
WPARAM | windef.h | 8 bytes | /WinDef.h/WPARAM
write_result | _anon_17268360 | 1 bytes | /Demangler/_anon_17268360/write_result
WSADATA | winsock.h | 408 bytes | /winsock.h/WSADATA
WSADATA * | winsock.h | 8 bytes | /winsock.h/WSADATA *
WSAData | winsock.h | 408 bytes | /winsock.h/WSAData
XMM_SAVE_AREA32 | winnt.h | 512 bytes | /winnt.h/XMM_SAVE_AREA32
XSAVE_FORMAT | winnt.h | 512 bytes | /winnt.h/XSAVE_FORMAT
